Date,Open,High,Low,Close,Net_Close,n_holdings
2005-11-11,916.8133787001244,916.8133787001244,916.8133787001244,916.8133787001244,914.2371331059775,46
2005-11-14,906.266138917735,906.266138917735,906.266138917735,906.266138917735,903.7195310673766,46
2005-11-15,898.4614416368267,898.4614416368267,898.4614416368267,898.4614416368267,895.9367649858276,46
2005-11-16,898.0745797866849,898.0745797866849,898.0745797866849,898.0745797866849,895.5509902174846,46
2005-11-17,897.1368809966124,897.1368809966124,897.1368809966124,897.1368809966124,894.6159263610122,46
2005-11-18,914.5102703443984,914.5102703443984,914.5102703443984,914.5102703443984,911.9404964847308,46
2005-11-21,919.2432801151118,919.2432801151118,919.2432801151118,919.2432801151118,916.6602064979886,46
2005-11-22,912.6481835131971,912.6481835131971,912.6481835131971,912.6481835131971,910.0836421175253,46
2005-11-23,919.0838181018786,919.0838181018786,919.0838181018786,919.0838181018786,916.5011925730126,46
2005-11-24,920.1697273275995,920.1697273275995,920.1697273275995,920.1697273275995,917.5840503938093,46
2005-11-25,921.3739932793507,921.3739932793507,921.3739932793507,921.3739932793507,918.784932358236,46
2005-11-28,918.9339421922405,918.9339421922405,918.9339421922405,918.9339421922405,916.3517378146806,46
2005-11-29,909.0371573085846,909.0371573085846,909.0371573085846,909.0371573085846,906.4827628965478,46
2005-11-30,902.4823848342847,902.4823848342847,902.4823848342847,902.4823848342847,899.9464093329007,46
2005-12-01,898.8126015028226,898.8126015028226,898.8126015028226,898.8126015028226,896.2869380925999,46
2005-12-02,893.5469335306676,893.5469335306676,893.5469335306676,893.5469335306676,891.0360666474467,46
2005-12-05,887.0494680924867,887.0494680924867,887.0494680924867,887.0494680924867,884.556859087147,46
2005-12-06,891.8305181540987,891.8305181540987,891.8305181540987,891.8305181540987,889.324474398086,46
2005-12-07,901.3722765604641,901.3722765604641,901.3722765604641,901.3722765604641,898.8394204633295,46
2005-12-08,903.2949563644243,903.2949563644243,903.2949563644243,903.2949563644243,900.7566975370405,46
2005-12-09,913.8909064733969,913.8909064733969,913.8909064733969,913.8909064733969,911.3228730262069,46
2005-12-12,910.9960014197188,910.9960014197188,910.9960014197188,910.9960014197188,908.4361026557297,46
2005-12-13,908.8696467171252,908.8696467171252,908.8696467171252,908.8696467171252,906.3157230098502,46
2005-12-14,921.7694875365371,921.7694875365371,921.7694875365371,921.7694875365371,919.1793152765596,46
2005-12-15,922.1994350868918,922.1994350868918,922.1994350868918,922.1994350868918,919.6080546742977,46
2005-12-16,930.4623476785056,930.4623476785056,930.4623476785056,930.4623476785056,927.847748481529,46
2005-12-19,928.7493660127194,928.7493660127194,928.7493660127194,928.7493660127194,926.1395802942237,46
2005-12-20,932.3647161292739,932.3647161292739,932.3647161292739,932.3647161292739,929.7447712769507,46
2005-12-21,932.3037701758494,932.3037701758494,932.3037701758494,932.3037701758494,929.6839965816554,46
2005-12-22,940.9345062576921,940.9345062576921,940.9345062576921,940.9345062576921,938.2904802951081,46
2005-12-23,950.9914264170505,950.9914264170505,950.9914264170505,950.9914264170505,948.3191405088187,46
2005-12-26,951.754250685578,951.754250685578,951.754250685578,951.754250685578,949.0798212411516,46
2005-12-27,945.2974577614725,945.2974577614725,945.2974577614725,945.2974577614725,942.641171905163,46
2005-12-28,950.3759568567993,950.3759568567993,950.3759568567993,950.3759568567993,947.705400418032,46
2005-12-29,964.1572870852315,964.1572870852315,964.1572870852315,964.1572870852315,961.4480051085222,46
2005-12-30,953.131562450346,953.131562450346,953.131562450346,953.131562450346,950.4532627598608,46
2006-01-04,974.3437136435455,974.3437136435455,974.3437136435455,974.3437136435455,971.6058078082073,46
2006-01-05,1002.8946686617429,1002.8946686617429,1002.8946686617429,1002.8946686617429,1000.0765346428035,46
2006-01-06,1007.0557233950584,1007.0557233950584,1007.0557233950584,1007.0557233950584,1004.2258968123183,46
2006-01-09,1009.2339524445091,1009.2339524445091,1009.2339524445091,1009.2339524445091,1006.39800503814,46
2006-01-10,1010.8630363131829,1010.8630363131829,1010.8630363131829,1010.8630363131829,1008.0225111811428,46
2006-01-11,1008.2178303046678,1008.2178303046678,1008.2178303046678,1008.2178303046678,1005.3847382015116,46
2006-01-12,1011.5056277896052,1011.5056277896052,1011.5056277896052,1011.5056277896052,1008.6632969755163,46
2006-01-13,1004.9552839911482,1004.9552839911482,1004.9552839911482,1004.9552839911482,1002.131359643133,46
2006-01-16,989.9660743259165,989.9660743259165,989.9660743259165,989.9660743259165,987.1842696570606,46
2006-01-17,993.732299888647,993.732299888647,993.732299888647,993.732299888647,990.9399121259598,46
2006-01-18,1009.1855197014721,1009.1855197014721,1009.1855197014721,1009.1855197014721,1006.3497083911109,46
2006-01-19,1011.9363667120042,1011.9363667120042,1011.9363667120042,1011.9363667120042,1009.0928255215433,46
2006-01-20,1010.1164239271039,1010.1164239271039,1010.1164239271039,1010.1164239271039,1007.2779967758686,46
2006-01-23,1006.8469802283701,1006.8469802283701,1006.8469802283701,1006.8469802283701,1004.0177402139282,46
2006-01-24,1014.2065938836757,1014.2065938836757,1014.2065938836757,1014.2065938836757,1011.3566733548624,46
2006-01-25,1034.0913812486071,1034.0913812486071,1034.0913812486071,1034.0913812486071,1031.1855844672984,46
2006-02-06,1056.0563704400054,1056.0563704400054,1056.0563704400054,1056.0563704400054,1053.0888520390688,46
2006-02-07,1052.5313232761378,1052.5313232761378,1052.5313232761378,1052.5313232761378,1049.5737102577318,46
2006-02-08,1049.0362448288263,1049.0362448288263,1049.0362448288263,1049.0362448288263,1046.0884529808573,46
2006-02-09,1037.2483469345625,1037.2483469345625,1037.2483469345625,1037.2483469345625,1034.3336790796764,46
2006-02-10,1053.1023578188606,1053.1023578188606,1053.1023578188606,1053.1023578188606,1050.1431401933896,46
2006-02-13,1061.7910428427417,1061.7910428427417,1061.7910428427417,1061.7910428427417,1058.8074100123536,46
2006-02-14,1070.4288143528056,1070.4288143528056,1070.4288143528056,1070.4288143528056,1067.420909384474,46
2006-02-15,1069.289364122156,1069.289364122156,1069.289364122156,1069.289364122156,1066.2846610089725,46
2006-02-16,1051.8857442120143,1051.8857442120143,1051.8857442120143,1051.8857442120143,1048.9299452707783,46
2006-02-17,1051.2285280429942,1051.2285280429942,1051.2285280429942,1051.2285280429942,1048.2745758791932,46
2006-02-20,1048.013456116124,1048.013456116124,1048.013456116124,1048.013456116124,1045.0685383044374,46
2006-02-21,1058.7662435721484,1058.7662435721484,1058.7662435721484,1058.7662435721484,1055.7911104277105,46
2006-02-22,1055.6555546991883,1055.6555546991883,1055.6555546991883,1055.6555546991883,1052.6891625904834,46
2006-02-23,1056.9769714090748,1056.9769714090748,1056.9769714090748,1056.9769714090748,1054.006866119415,46
2006-02-24,1067.9354032938484,1067.9354032938484,1067.9354032938484,1067.9354032938484,1064.9345048105922,46
2006-02-27,1050.6946943800683,1050.6946943800683,1050.6946943800683,1050.6946943800683,1047.7422422888599,46
2006-02-28,1057.6536675227364,1057.6536675227364,1057.6536675227364,1057.6536675227364,1054.6816607169972,46
2006-03-01,1065.9204833940764,1065.9204833940764,1065.9204833940764,1065.9204833940764,1062.9252468357388,46
2006-03-02,1034.7452695237819,1034.7452695237819,1034.7452695237819,1034.7452695237819,1031.8376353164197,46
2006-03-03,1037.063174351773,1037.063174351773,1037.063174351773,1037.063174351773,1034.1490268318441,46
2006-03-06,1033.9907085649347,1033.9907085649347,1033.9907085649347,1033.9907085649347,1031.0851946738671,46
2006-03-07,1015.0011254521747,1015.0011254521747,1015.0011254521747,1015.0011254521747,1012.148972289654,46
2006-03-08,1008.2466125966863,1008.2466125966863,1008.2466125966863,1008.2466125966863,1005.4134396152895,46
2006-03-09,1008.2808136323292,1008.2808136323292,1008.2808136323292,1008.2808136323292,1005.4475445460222,46
2006-03-10,1014.1452379140134,1014.1452379140134,1014.1452379140134,1014.1452379140134,1011.2954897954747,46
2006-03-13,1027.3279293164646,1027.3279293164646,1027.3279293164646,1027.3279293164646,1024.441137835085,46
2006-03-14,1025.7672850701288,1025.7672850701288,1025.7672850701288,1025.7672850701288,1022.8848789990814,46
2006-03-15,1034.2459041887175,1034.2459041887175,1034.2459041887175,1034.2459041887175,1031.3396731979467,46
2006-03-16,1036.109687547558,1036.109687547558,1036.109687547558,1036.109687547558,1033.1982193255487,46
2006-03-17,1025.8764180953112,1025.8764180953112,1025.8764180953112,1025.8764180953112,1020.5272547838911,45
2006-03-20,1040.4781255850942,1040.4781255850942,1040.4781255850942,1040.4781255850942,1035.052825502606,45
2006-03-21,1046.8182256302857,1046.8182256302857,1046.8182256302857,1046.8182256302857,1041.3598667602532,45
2006-03-22,1056.1551703443558,1056.1551703443558,1056.1551703443558,1056.1551703443558,1050.6481264268614,45
2006-03-23,1060.3026504188856,1060.3026504188856,1060.3026504188856,1060.3026504188856,1054.773980555168,45
2006-03-24,1058.2759257000785,1058.2759257000785,1058.2759257000785,1058.2759257000785,1052.757823660435,45
2006-03-27,1067.0754449397596,1067.0754449397596,1067.0754449397596,1067.0754449397596,1061.5114601167274,45
2006-03-28,1072.3237317081114,1072.3237317081114,1072.3237317081114,1072.3237317081114,1066.7323810712894,45
2006-03-29,1080.3419093819791,1080.3419093819791,1080.3419093819791,1080.3419093819791,1074.7087500622779,45
2006-03-30,1072.6943392726064,1072.6943392726064,1072.6943392726064,1072.6943392726064,1067.101056199916,45
2006-03-31,1077.8018994658557,1077.8018994658557,1077.8018994658557,1077.8018994658557,1072.1819843611636,45
2006-04-03,1102.3623146334983,1102.3623146334983,1102.3623146334983,1102.3623146334983,1096.614335690501,45
2006-04-04,1106.504989078877,1106.504989078877,1106.504989078877,1106.504989078877,1100.7354092473483,45
2006-04-05,1121.4809177149102,1121.4809177149102,1121.4809177149102,1121.4809177149102,1115.6332498343718,45
2006-04-06,1131.1413177845532,1131.1413177845532,1131.1413177845532,1131.1413177845532,1125.2432782835012,45
2006-04-07,1126.8070909927599,1126.8070909927599,1126.8070909927599,1126.8070909927599,1120.9316511796715,45
2006-04-10,1129.3429329871585,1129.3429329871585,1129.3429329871585,1129.3429329871585,1123.4542706915947,45
2006-04-11,1131.1333109060702,1131.1333109060702,1131.1333109060702,1131.1333109060702,1125.2353131547843,45
2006-04-12,1121.1261718248854,1121.1261718248854,1121.1261718248854,1121.1261718248854,1115.2803536736772,45
2006-04-13,1097.5482127756634,1097.5482127756634,1097.5482127756634,1097.5482127756634,1091.8253357032047,45
2006-04-14,1118.44524316591,1118.44524316591,1118.44524316591,1118.44524316591,1112.6134040135073,45
2006-04-17,1122.5831304733838,1122.5831304733838,1122.5831304733838,1122.5831304733838,1116.7297153937238,45
2006-04-18,1136.2581060120779,1136.2581060120779,1136.2581060120779,1136.2581060120779,1130.3333863618616,45
2006-04-19,1155.8018773190793,1155.8018773190793,1155.8018773190793,1155.8018773190793,1149.7752518032069,45
2006-04-20,1157.8184428832553,1157.8184428832553,1157.8184428832553,1157.8184428832553,1151.781302515554,45
2006-04-21,1185.804429364486,1185.804429364486,1185.804429364486,1185.804429364486,1179.6213634160044,45
2006-04-24,1205.4157621968955,1205.4157621968955,1205.4157621968955,1205.4157621968955,1199.130438100917,45
2006-04-25,1215.9314355202853,1215.9314355202853,1215.9314355202853,1215.9314355202853,1209.5912802059024,45
2006-04-26,1218.8297920127584,1218.8297920127584,1218.8297920127584,1218.8297920127584,1212.4745239792026,45
2006-04-27,1219.9883351070298,1219.9883351070298,1219.9883351070298,1219.9883351070298,1213.627026154602,45
2006-04-28,1246.9753621850844,1246.9753621850844,1246.9753621850844,1246.9753621850844,1240.4733364634785,45
2006-05-08,1299.2327691131318,1299.2327691131318,1299.2327691131318,1299.2327691131318,1292.4582608595574,45
2006-05-09,1324.7388329748794,1324.7388329748794,1324.7388329748794,1324.7388329748794,1317.8313300460973,45
2006-05-10,1335.5734546424528,1335.5734546424528,1335.5734546424528,1335.5734546424528,1328.6094574228428,45
2006-05-11,1324.588030853793,1324.588030853793,1324.588030853793,1324.588030853793,1317.681314243089,45
2006-05-12,1362.0218812611647,1362.0218812611647,1362.0218812611647,1362.0218812611647,1354.919975663101,45
2006-05-15,1421.0930783507808,1421.0930783507808,1421.0930783507808,1421.0930783507808,1413.6831615004262,45
2006-05-16,1386.9500079056158,1386.9500079056158,1386.9500079056158,1386.9500079056158,1379.7181211342677,45
2006-05-17,1375.6695994921176,1375.6695994921176,1375.6695994921176,1375.6695994921176,1368.4965314495744,45
2006-05-18,1370.2868353741876,1370.2868353741876,1370.2868353741876,1370.2868353741876,1363.1418343422763,45
2006-05-19,1399.1890895038189,1399.1890895038189,1399.1890895038189,1399.1890895038189,1391.8933852539756,45
2006-05-22,1376.0202302338491,1376.0202302338491,1376.0202302338491,1376.0202302338491,1368.8453339193363,45
2006-05-23,1325.7722432919807,1325.7722432919807,1325.7722432919807,1325.7722432919807,1318.8593519163485,45
2006-05-24,1339.5548177165865,1339.5548177165865,1339.5548177165865,1339.5548177165865,1332.5700607242497,45
2006-05-25,1325.3396575574698,1325.3396575574698,1325.3396575574698,1325.3396575574698,1318.4290217866055,45
2006-05-26,1345.604797081214,1345.604797081214,1345.604797081214,1345.604797081214,1338.5884940594713,45
2006-05-29,1377.796884894433,1377.796884894433,1377.796884894433,1377.796884894433,1370.6127246805265,45
2006-05-30,1398.4665416017144,1398.4665416017144,1398.4665416017144,1398.4665416017144,1391.1746048882528,45
2006-05-31,1380.3487213462395,1380.3487213462395,1380.3487213462395,1380.3487213462395,1373.1512552509575,45
2006-06-01,1411.2013597724392,1411.2013597724392,1411.2013597724392,1411.2013597724392,1403.8430206922453,45
2006-06-02,1377.7517792243725,1377.7517792243725,1377.7517792243725,1377.7517792243725,1370.567854202143,45
2006-06-05,1379.162090301819,1379.162090301819,1379.162090301819,1379.162090301819,1371.970811582653,45
2006-06-06,1344.3264043068489,1344.3264043068489,1344.3264043068489,1344.3264043068489,1337.316767128677,45
2006-06-07,1278.6261861583785,1278.6261861583785,1278.6261861583785,1278.6261861583785,1271.959125522832,45
2006-06-08,1282.4580422498254,1282.4580422498254,1282.4580422498254,1282.4580422498254,1275.771001406471,45
2006-06-09,1257.0098947189101,1257.0098947189101,1257.0098947189101,1257.0098947189101,1250.4555465612582,45
2006-06-12,1272.610210640897,1272.610210640897,1272.610210640897,1272.610210640897,1265.974518730621,45
2006-06-13,1276.082976351878,1276.082976351878,1276.082976351878,1276.082976351878,1269.4291766163292,45
2006-06-14,1259.6796432989372,1259.6796432989372,1259.6796432989372,1259.6796432989372,1253.111374438067,45
2006-06-15,1264.818500250171,1264.818500250171,1264.818500250171,1264.818500250171,1258.2234361685694,45
2006-06-16,1309.980210741133,1309.980210741133,1309.980210741133,1309.980210741133,1303.1496627741647,45
2006-06-19,1328.169314682772,1328.169314682772,1328.169314682772,1328.169314682772,1321.2439244075529,45
2006-06-20,1331.6370835587397,1331.6370835587397,1331.6370835587397,1331.6370835587397,1324.6936115129324,45
2006-06-21,1322.5404221254112,1322.5404221254112,1322.5404221254112,1322.5404221254112,1315.6443822329677,45
2006-06-22,1318.4232446046567,1318.4232446046567,1318.4232446046567,1318.4232446046567,1311.5486726537235,45
2006-06-23,1323.423670194463,1323.423670194463,1323.423670194463,1323.423670194463,1316.5230248367973,45
2006-06-26,1345.6977344242625,1345.6977344242625,1345.6977344242625,1345.6977344242625,1338.6809468051385,45
2006-06-27,1348.4071149733252,1348.4071149733252,1348.4071149733252,1348.4071149733252,1341.3762000004829,45
2006-06-28,1340.2092248624592,1340.2092248624592,1340.2092248624592,1340.2092248624592,1333.2210556358282,45
2006-06-29,1369.7176849221692,1369.7176849221692,1369.7176849221692,1369.7176849221692,1362.5756515758999,45
2006-06-30,1369.9702843902717,1369.9702843902717,1369.9702843902717,1369.9702843902717,1362.826933930378,45
2006-07-03,1400.5234251299376,1400.5234251299376,1400.5234251299376,1400.5234251299376,1393.2207633372063,45
2006-07-04,1394.4953196944844,1394.4953196944844,1394.4953196944844,1394.4953196944844,1387.2240898752968,45
2006-07-05,1368.507209668872,1368.507209668872,1368.507209668872,1368.507209668872,1361.371488028087,45
2006-07-06,1388.7322480533521,1388.7322480533521,1388.7322480533521,1388.7322480533521,1381.4910682585537,45
2006-07-07,1381.3893963246958,1381.3893963246958,1381.3893963246958,1381.3893963246958,1374.1865039028942,45
2006-07-10,1386.5314028853215,1386.5314028853215,1386.5314028853215,1386.5314028853215,1379.3016988199768,45
2006-07-11,1391.9604832606642,1391.9604832606642,1391.9604832606642,1391.9604832606642,1384.7024706807204,45
2006-07-12,1399.934605180554,1399.934605180554,1399.934605180554,1399.934605180554,1392.6350136348963,45
2006-07-13,1333.9529460400104,1333.9529460400104,1333.9529460400104,1333.9529460400104,1326.9973985371591,45
2006-07-14,1345.6030452510659,1345.6030452510659,1345.6030452510659,1345.6030452510659,1338.5867513637818,45
2006-07-17,1357.6490068263706,1357.6490068263706,1357.6490068263706,1357.6490068263706,1350.5699024342607,45
2006-07-18,1351.9486007780201,1351.9486007780201,1351.9486007780201,1351.9486007780201,1344.899219657014,45
2006-07-19,1313.6026814610914,1313.6026814610914,1313.6026814610914,1313.6026814610914,1306.7532450713752,45
2006-07-20,1320.7504233951329,1320.7504233951329,1320.7504233951329,1320.7504233951329,1313.8637169812318,45
2006-07-21,1342.0782128684452,1342.0782128684452,1342.0782128684452,1342.0782128684452,1335.0802982944267,45
2006-07-24,1351.9949140627186,1351.9949140627186,1351.9949140627186,1351.9949140627186,1344.9452914532458,45
2006-07-25,1365.7064279257543,1365.7064279257543,1365.7064279257543,1365.7064279257543,1358.5853102262233,45
2006-07-26,1353.8426133197129,1353.8426133197129,1353.8426133197129,1353.8426133197129,1346.783356367446,45
2006-07-27,1333.4581301582914,1333.4581301582914,1333.4581301582914,1333.4581301582914,1326.5051627429764,45
2006-07-28,1317.5402135270426,1317.5402135270426,1317.5402135270426,1317.5402135270426,1310.6702459098867,45
2006-07-31,1271.2893155888194,1271.2893155888194,1271.2893155888194,1271.2893155888194,1264.6605111390854,45
2006-08-01,1263.9671046871524,1263.9671046871524,1263.9671046871524,1263.9671046871524,1257.3764799842406,45
2006-08-02,1253.360178631748,1253.360178631748,1253.360178631748,1253.360178631748,1246.8248609606599,45
2006-08-03,1246.6778078329155,1246.6778078329155,1246.6778078329155,1246.6778078329155,1240.1773336303775,45
2006-08-04,1220.7246281956188,1220.7246281956188,1220.7246281956188,1220.7246281956188,1214.3594800361418,45
2006-08-07,1211.77017229284,1211.77017229284,1211.77017229284,1211.77017229284,1205.4517147933138,45
2006-08-08,1238.0605925087968,1238.0605925087968,1238.0605925087968,1238.0605925087968,1231.6050505137307,45
2006-08-09,1235.9264843340106,1235.9264843340106,1235.9264843340106,1235.9264843340106,1229.4820700858638,45
2006-08-10,1258.2330163337717,1258.2330163337717,1258.2330163337717,1258.2330163337717,1251.6722905295023,45
2006-08-11,1260.1120299065437,1260.1120299065437,1260.1120299065437,1260.1120299065437,1253.5415064792003,45
2006-08-14,1232.4527511142396,1232.4527511142396,1232.4527511142396,1232.4527511142396,1226.0264497361864,45
2006-08-15,1252.9344707927748,1252.9344707927748,1252.9344707927748,1252.9344707927748,1246.4013728634736,45
2006-08-16,1273.005679920511,1273.005679920511,1273.005679920511,1273.005679920511,1266.3679259394787,45
2006-08-17,1260.700164560606,1260.700164560606,1260.700164560606,1260.700164560606,1254.1265744594818,45
2006-08-18,1259.8715907393437,1259.8715907393437,1259.8715907393437,1259.8715907393437,1253.3023210189274,45
2006-08-21,1266.7800285832557,1266.7800285832557,1266.7800285832557,1266.7800285832557,1260.1747366270201,45
2006-08-22,1285.6311110261024,1285.6311110261024,1285.6311110261024,1285.6311110261024,1278.9275250484768,45
2006-08-23,1287.3759699607324,1287.3759699607324,1287.3759699607324,1287.3759699607324,1280.6632858741805,45
2006-08-24,1293.605321051716,1293.605321051716,1293.605321051716,1293.605321051716,1286.860155648972,45
2006-08-25,1295.0682585992759,1295.0682585992759,1295.0682585992759,1295.0682585992759,1288.3154650926804,45
2006-08-28,1329.2219745550701,1329.2219745550701,1329.2219745550701,1329.2219745550701,1322.291095461247,45
2006-08-29,1338.212032690123,1338.212032690123,1338.212032690123,1338.212032690123,1331.2342772978539,45
2006-08-30,1342.055836459203,1342.055836459203,1342.055836459203,1342.055836459203,1335.0580385610967,45
2006-08-31,1347.6972851915955,1347.6972851915955,1347.6972851915955,1347.6972851915955,1340.6700714398346,45
2006-09-01,1330.0253302356766,1330.0253302356766,1330.0253302356766,1330.0253302356766,1323.0902622545211,45
2006-09-04,1352.5823971750488,1352.5823971750488,1352.5823971750488,1352.5823971750488,1345.529711289088,45
2006-09-05,1354.5044275654304,1354.5044275654304,1354.5044275654304,1354.5044275654304,1347.4417197564912,45
2006-09-06,1361.0518376286668,1361.0518376286668,1361.0518376286668,1361.0518376286668,1353.9549900685088,45
2006-09-07,1347.1456881355134,1347.1456881355134,1347.1456881355134,1347.1456881355134,1340.1213505418189,45
2006-09-08,1354.103237353377,1354.103237353377,1354.103237353377,1354.103237353377,1347.0426214454944,45
2006-09-11,1360.0641165073328,1360.0641165073328,1360.0641165073328,1360.0641165073328,1352.9724191597059,45
2006-09-12,1365.3336807320393,1365.3336807320393,1365.3336807320393,1365.3336807320393,1358.214506624911,45
2006-09-13,1354.7527692626466,1354.7527692626466,1354.7527692626466,1354.7527692626466,1347.6887665411114,45
2006-09-14,1356.7435642567677,1356.7435642567677,1356.7435642567677,1356.7435642567677,1349.669181057277,45
2006-09-15,1371.8933072400346,1371.8933072400346,1371.8933072400346,1371.8933072400346,1359.810515258813,48
2006-09-18,1392.6332209327204,1392.6332209327204,1392.6332209327204,1392.6332209327204,1380.3677645551243,48
2006-09-19,1399.757721239122,1399.757721239122,1399.757721239122,1399.757721239122,1387.4295166472748,48
2006-09-20,1403.1146881666284,1403.1146881666284,1403.1146881666284,1403.1146881666284,1390.7569174759753,48
2006-09-21,1417.5596108349434,1417.5596108349434,1417.5596108349434,1417.5596108349434,1405.0746181548943,48
2006-09-22,1417.2500226618681,1417.2500226618681,1417.2500226618681,1417.2500226618681,1404.7677566439256,48
2006-09-25,1413.6041828583825,1413.6041828583825,1413.6041828583825,1413.6041828583825,1401.154027153764,48
2006-09-26,1387.6046636160754,1387.6046636160754,1387.6046636160754,1387.6046636160754,1375.383495676729,48
2006-09-27,1394.9626333520623,1394.9626333520623,1394.9626333520623,1394.9626333520623,1382.676660943407,48
2006-09-28,1427.4756824159526,1427.4756824159526,1427.4756824159526,1427.4756824159526,1414.9033550798104,48
2006-09-29,1445.17084172029,1445.17084172029,1445.17084172029,1445.17084172029,1432.442666310671,48
2006-10-09,1480.2654990920132,1480.2654990920132,1480.2654990920132,1480.2654990920132,1467.228231537665,48
2006-10-10,1479.1638790783632,1479.1638790783632,1479.1638790783632,1479.1638790783632,1466.1363139151536,48
2006-10-11,1475.0421509920911,1475.0421509920911,1475.0421509920911,1475.0421509920911,1462.0508874733364,48
2006-10-12,1444.171278505159,1444.171278505159,1444.171278505159,1444.171278505159,1431.4519066332036,48
2006-10-13,1440.7359047828143,1440.7359047828143,1440.7359047828143,1440.7359047828143,1428.0467895684617,48
2006-10-16,1416.7623634347588,1416.7623634347588,1416.7623634347588,1416.7623634347588,1404.284392419181,48
2006-10-17,1426.316635504391,1426.316635504391,1426.316635504391,1426.316635504391,1413.754516340163,48
2006-10-18,1444.9251308878872,1444.9251308878872,1444.9251308878872,1444.9251308878872,1432.1991195480682,48
2006-10-19,1451.8667526573477,1451.8667526573477,1451.8667526573477,1451.8667526573477,1439.0796037848866,48
2006-10-20,1452.65827596363,1452.65827596363,1452.65827596363,1452.65827596363,1439.864155840994,48
2006-10-23,1418.4373179646927,1418.4373179646927,1418.4373179646927,1418.4373179646927,1405.944594980389,48
2006-10-24,1448.099000052866,1448.099000052866,1448.099000052866,1448.099000052866,1435.3450352266543,48
2006-10-25,1472.4012631672056,1472.4012631672056,1472.4012631672056,1472.4012631672056,1459.4332589631983,48
2006-10-26,1469.4249936297904,1469.4249936297904,1469.4249936297904,1469.4249936297904,1456.4832025762598,48
2006-10-27,1440.3347538410712,1440.3347538410712,1440.3347538410712,1440.3347538410712,1427.649171717343,48
2006-10-30,1437.6411213780834,1437.6411213780834,1437.6411213780834,1437.6411213780834,1424.9792631114165,48
2006-10-31,1444.75626815441,1444.75626815441,1444.75626815441,1444.75626815441,1432.0317440536285,48
